roll,membrane,date,text
Roll A 3: 1338-41,Membr. 18b,1340/12/20,"A Congregation of Mayor and Aldermen on Wednesday the eve of S t Thomas the Apostle [21 Dec.] It was agreed to send the following present to the King's sons living in the Tower, viz. 4 carcases of beef, 8 pigs, 12 swans, 6 calves, 2 dozen rabbits, 4 dozen capons and 2 tuns of wine. (L)"
Roll A 3: 1338-41,Membr. 19,1340/10/11,"Pleas held before the Mayor and Sheriffs continued  On Wednesday before the Feast of the Translation of St Edward King [13 Oct.], William Dynion, a merchant of Sluys, brought a letter from the Echevins, Captains and Councillors of Ghent directed to the Echevins, Jurats and Councillors of London, praying them to assist the above William to recover from William le Brasseur of London a debt of £8 ""de gros."" (fn. 39) William le Brewer (sic) was summoned to attend next day, when the plaintiff alleged that he delivered to him 40 barrels of woad-ash, by the hands of John de Grave, to sell at £12, and that William le Brewer, having sold the woad, detained the money. The defendant said that he received the woad from John de Grave to sell at £7 17s, without any mention being made of William Dynion, and that he sold it and paid over the money, for which he held John de Grave's acquittance. A jury gave a verdict in his favour. (F and L)"
Roll A 3: 1338-41,Membr. 19b,1340/12/07,"A Congregation of Mayor, Aldermen and Commoners on the morrow of S t Nicholas Bishop [6 Dec.] One auditor from each ward was appointed to hear the account of Reginald de Conduit for the time when he was receiver of the toll of 1d the lb, imposed on foreign merchants bringing avoirdupois (averia ponderis) and other merchandise to the City. (L)"
Roll A 3: 1338-41,Cedula,1340/12/07,"Particulars of the crews of ships furnished by the City. The ""Seyntemariecog"" of ""Grenewych,"" 120 tuns burden; Master: Stephen Sarloc.  Bregge Ward, 18 men; Billinggesgate, 18 men; Candelwykstrete, 7 men; Cornhill, 4 men; Bradestrete, 8 men; Bysshopisgate, 8 men; Walbrok, 20 men. Total of men-at-arms, 83; mariners, 24; and 6 boys (garzouns). The ""Michiel"" of ""Dertemowthe,"" 80 tuns burden; Master: William Weryn.  Vinetrie, 21 men; Queenhithe, 13 men; Chostel Baynard, 3 men; Aldresgate, 4 men; Langebourne, 15 men. Total of men-at-arms, 56; mariners, 20; and 6 boys. The ""Cok Johan"" of ""Fowy,"" chosen by the City for the fleet, left without leave, and in her place was sent the ""Godzer"" of ""Tynemowth,"" 95 tuns burden; Master: William Pondere.  Farndon Without and Within, 19 men; Crepelgate Without and Within, 17 men; Cordewanerestrete, 24 men; Colmanstrete, 5 men. Total of men-at-arms, 87 (fn. 40); mariners, 25; and 10 boys. The ""Cok James"" of ""Dertemowth,"" 60 tuns burden; Master: John Bourne.  Chepewarde, 26 men; Bredstrete, 14 men; Bassyngeshawe, 2 men; Algate, 2 men; Portesokene, 2 men; Lymstrate, 2 men. Total of men-at-arms, 48; mariners, 25; and 3 boys. The ""Naudeu"" of London; Master: Henry Prest.  Douuegate, 19 men. Total of men-at-arms, 19. (L)"
Roll A 3: 1338-41,"Membr. 20, 21.",1340/12/07,"The names of men-at-arms sent to the King at Orewell by the Mayor, Aldermen and Commonalty of London 18 June 1340 to assist in the war against Philip of Valois. [The duty of providing men appears to have been charged on the wealthier inhabitants of the Wards. The Aldermen and certain others each provided two men. John Hamond of Walbrook found four. In many cases two or three citizens shared the expense of finding one man-at-arms. In other cases a person named, cum sociis suis, provided one or more. In Bassishaw Ward, John de Dallynge was charged with one man-at-arms, and the rest of the Ward with another. Thomas Gysors of Vintry and others served in their own persons, and many others were evidently represented by kinsmen.]"
Roll A 3: 1338-41,Membr. 21 b,1340/12/07,"Total of men from the East (of Walbrook): 140; from the West: 143. Total from both parts of the City: 283. Thus there was a deficit of seventeen men from the 300 required. Of these seventeen, six went in the Company of Henry Darcy, leaving a final deficit of eleven men, for whom fifteen citizens (named) ought to have been responsible. (L)"
Roll A 3: 1338-41,Membr. 21 b,1340/06/29,"At a Congregation of Mayor, Aldermen and an immense Commonalty on Thursday after the Feast of the Nativity of St John the Baptist [24 June] Ao 14 Edw. III [1340] it was resolved that the above fifteen citizens, who had failed to provide men, should each pay 50s to the Commonalty. (L)"
Roll A 3: 1338-41,"Membr. 21,",1340/06/29,"Cedula 1 8 Jan. 1341  At a Court of Andrew Aubrey, Mayor, held on Monday after the Epiphany [6 Jan.] A o 14 Edw. III [1340-1] for presentments of defaults in the various Wards at Christmas last  Twenty-eight persons (named) of the Wards of Cordwainer, Bishopsgate and Broad Street were amerced for refusing to serve on the Watch, when summoned by the beadles of their wards. (L)"
Roll A 3: 1338-41,"Membr. 21,",1340/06/29,"Cedula 2 Names of sureties for Margaret, wife of John Haunsard, and Helewysia de Mycham."
Roll A 3: 1338-41,Membr. 22,1340/12/22,"A Congregation of Mayor and Aldermen, one of the Sheriffs and numerous Commoners, on Friday the morrow of S t Thomas the Apostle [21 Dec.] A o 14 Edw. III [1340] Ralph de Upton, John Hamond, William de Pomfreyt and John de Refham, Aldermen, and William Box, John de Rokele, Thomas de Waldene and Reginald de Thorpe, Commoners, were elected to consider how money could be raised to prevent Robert de Burghcher, Chancellor, William de Kyldesby, Robert Parnyng, Treasurer, Robert de Sadyngton and William Scot, the King's commissioners, from sitting at the Guildhall to hold an inquiry contrary to the liberties of the City (fn. 41). A note to the effect that nothing was done, inasmuch as the Justices in Eyre were summoned to sit at the Tower, and this fact was proclaimed throughout the City and suburbs on 21 Jan. Ao 14 Edw. III [1340-1]. (L)"
Roll A 3: 1338-41,Membr. 22,1341/02/01,"A Congregation of Mayor, Aldermen, Sheriffs and numerous Commoners on Thursday the eve of the Purification B.M. [2 Feb.] A o15 Edw. III [1340-1] A Ward Committee was appointed to consider how best to raise ways and means for defending the City's franchises before the Justices Itinerant at the Tower (fn. 42) on 5 March next. (L)"
Roll A 3: 1338-41,Membr. 22,1341/02/16,"A Congregation of Mayor, Aldermen and an immense Commonalty on Friday after the Feast of S t Valentine [14 Feb.] A o 15 Edw. III [1340-1] [The names of 33 Commoners are given, but no business is recorded.]"
Roll A 3: 1338-41,Membr. 22b,1341/02/17,"A Congregation of Mayor and Aldermen on Saturday after the Feast of S t Valentine [14 Feb.] A bill of complaint, addressed to the Mayor, Aldermen and Sheriffs, was brought by the commune of the mistery of Mercers, to the effect that its franchises were prejudiced by certain foreigners of Norfolk, viz. Simon de Stanhowe and his partners, William Sprot, Robert Sprot, John de Nareford and others, who were selling cut materials (vendantz et trenchantz) to foreigners and citizens, viz. silk coverchiefs, thread, ""aylesames,"" and linen stuff, and all other goods belonging to mercery. It was ordered that any mercer finding a foreigner cutting up such material (cindendo per particulas) and ""exposing it for sale might, in the absence of a Serjeant, seize the goods and carry them to the Sheriff. (F and L)"
Roll A 3: 1338-41,Membr. 22b,1341/04/02,"A Congregation of Mayor, Aldermen, Sheriffs and an immense Commonalty at Guildhall on Monday the morrow of Palm Sunday [1 April] A o 15 Edw. III [1341] John de Tyffeld brought a bill of complaint addressed to the Mayor, Aldermen, Sheriffs and Commonalty, against Martin de Aumbresbury, goldsmith, alleging that the latter at a meeting in Guildhall the same day had called him false, disloyal and a conspirator, a maintainer of false plaints in the City and a person who practised champerty (fn. 43). The above Martin declared that all he had said against the plaintiff was true. Both parties demanded an inquiry at the hands of the Mayor and Aldermen. A jury was summoned, which gave a verdict for the plaintiff. Precept was issued to attach the defendant, who was absent, for his appearance at the next Husting to hear judgment. (F and L)"
Roll A 3: 1338-41,Membr. 23,1341/03/20,"A Congregation of Mayor, Aldermen, Sheriffs and an immense Commonalty on Tuesday the Feast of S t Cuthbert [20 March] Hugh de Croydon, keeper of the Gaol of Newgate, was removed from his office for divers oppressions and extortions practised on the prisoners in his charge, and the Sheriffs were ordered to appoint a fit person in his stead. (L) It was ordered that the Aldermen in their several wards should raise a moiety of the present voted, but not yet sent, to the King, and apply the money to the costs and expenses of the session of the Itinerant Justices at the Tower. (L)"
Roll A 3: 1338-41,Membr. 23,1341/04/02,"A Congregation of Mayor and Aldermen on Monday the morrow of Palm Sunday [1 April] Simon Fraunceys and William de Brykelesworth were elected to attend the Parliament to be held at Westminster in the quinzaine of Easter, to do and consent to what shall there be ordained by the King and his Council. (L) Ralph de Upton and Richard de Berkyng, Aldermen, and Henry Wymond and John de Bredstrete, Commoners, were elected to sue out writs (fn. 44) ordering the allowance of the City's liberties by the Justices Itinerant at the Tower. (L)"
Roll A 3: 1338-41,Membr. 23,1341/04/16,"A Congregation of the Mayor, Aldermen and an immense Commonalty on Monday the morrow of the Close of Easter [15 April] Henry Darcy, Richard Lacer, Ralph de Upton, Simon Fraunceys, John de Mockyng and William de Brykelesworth, Aldermen, and William Haunsard, Henry Wymond, John Lovekyn, William de Rothyng, John de la Rokele, Richard de Keslyngbury, John de Bredstrete, John de Enefeld, William de Elsyng, William de Iford, Robert de Shordyche and John Tornegold, Commoners, were elected to treat with the King's Council in matters concerning the City (fn. 45). (L) Martin de Aumesbury was mainprised for his good behaviour towards John de Tyffeld. (L)"
Roll A 3: 1338-41,Membr. 23b,1341/04/16,"Names of the jurors from each Ward attending the Iter at the Tower, A.D. 1341. [Aldgate and Lime Street were represented by one jury, as were also Bassishaw and Coleman Street.]"
Roll A 3: 1338-41,Membr. 24,1341/05/09,"On Wednesday after the Feast of St John ante Portam Latinam [6 May], at the hour of parish Mass, a certain Thomas Beneyt came to the house of Andrew Aubrey, Mayor, representing that he belonged to the household of William de Montacute, Earl of Salisbury, and produced a letter (F), purporting to be written by the Earl, in which the Mayor was requested to lend the Earl £40 and to entrust the money to the bearer. The Mayor, noticing that the seal was clumsily placed on the letter, and never having seen the said Thomas before, suspected that he was an impostor. Accordingly he ordered his factor, Thomas Aubrey, to bring the money, but privately told him to be dilatory in counting it out, and to keep the man waiting, until he could make inquiries. However, the latter suspected, from the slowness of the payment, that doubts were entertained against him, and crept away secretly, while the Mayor was at Mass. Orders were given to the Mayor's doorkeeper to bring him back, and after some time the wanted man was found near St Paul's Church, in a different suit of clothes, and taken back to the Mayor's house, where he was detained till Saturday by request of the Earl of Salisbury. On that day he came before the Mayor and Aldermen at the Guildhall and admitted that the letter was forged, and that he had taken an impression of the Earl's seal from another letter, and fixed it on the forgery. He was handed over to the Earl. A week later the forger executed a quitclaim to the Mayor of all actions, plaints or demands arising by reason of his imprisonment. (L)"
Roll A 3: 1338-41,Membr. 24,1341/07/11,"Pleas held before the Mayor and Sheriffs on Wednesday after the Feast of the Translation of S t Thomas the Martyr [7 July] Thomas Lauda of Wales, tailor, and Richard de Kent, cobbler, were attached to answer a charge of having assaulted and thrown stones at Peter, the beadle of Bassishaw, when the latter was in charge of the watch. An associate, William de Stotford, afterwards came into court to answer the same charge. The defendants were found guilty by a jury, and adjudged to pay the plaintiff 20s damages. Subsequently they were released from prison on mainprise, on the prosecutor's withdrawing the claim for damages against them. (L)"
Roll A 3: 1338-41,Membr. 24b,1341/01/18,"At a Court of the Mayor, Aldermen and Chamberlain (fn. 46) on Thursday before the Feast of the Conversion of S t Paul [25 Jan.] A o 14 Edw. III [1340-1] Order was given to summon Alice, widow of John Ballard, skinner, and William de Pountfreyt and Walter de Oxford, skinner, her mainpernors, to show cause why £30 left by the above John to his children, Richard, John and Cecilia— which money was entrusted to Alice under the said mainprise in the Chamber—should not be paid out to the surviving children, who were now of age, to wit, John and Cecilia, the latter of whom had married Robert de Hamme. It was reported in court that Alice and her mainpernor Walter were dead, and had no lands, tenements, heirs or executors. The remaining mainpernor, William, called to witness the Book of Memoranda of the Chamber to prove that in anno 17 Edw. II [1323-4] he was discharged from his mainprise, on the appointment of Adam de Bokeland, skinner, and Roger atte Sole. The matter was remitted to the Husting, where it was reported that Adam de Bokeland was dead and had no lands, tenements etc., and that Roger atte Sole, though surviving, had no goods and chattels, lands or tenements in the City. Thereupon a jury was summoned to inquire what goods and chattels, lands and tenements he had on the day he undertook the mainprise. They found that he had at that time and still had two shops in the parish of All Hallows Gracechurch of an annual value of 5 marks, less 13s 4d quitrent to the Nuns of Haliwelle and 6s 8d annual repairs, which shops had come to him by his marriage with Christina, daughter of Richard de Hirston, cordwainer, and were now in the tenure of Master Henry de Grenehurst. The latter was summoned to show cause why a moiety of the two shops should not be delivered to the children until the £30 due could be levied from them. As he had nothing to say in opposition, the southern moiety was delivered to the claimants to hold until the legacy was discharged from the rents, and 17s rent already due was stopped in the hands of the tenants for payment to the same claimants. (L)"
Roll A 3: 1338-41,Membr. 25,1341/07/20,"Inquest held before the Mayor and Sheriffs on Friday the Feast of St Margaret [20 July] Ao 15 Edw. III [1341] as to a disturbance which took place the preceding evening in the parish of St Mary Aldermanbury opposite the hostel (hospicium) of Sir Robert Parnyng (fn. 47), the King's Treasurer. The jury said that certain men, to whom the King owed money for wages, went to the Treasurer with letters under the Privy Seal instructing him to pay the sums due, and that the Treasurer put them off with smooth and false words, after which members of his household assaulted the men with drawn swords and wounded them, without any reasonable cause. (L)"
Roll A 3: 1338-41,Membr. 25,1341/07/23,"On Monday the morrow of St Mary Magdalene [22 July] Ao 15 Edw. III [1341] John Oubrey, mason, was brought into full Husting by John Wolfel, beadle of the Ward of Farndon Without, and other reputable men of the same Ward, on a charge of being a common forestaller of pavingstones. Evidence was given to the effect that a certain merchant stranger named John Joye had that day offered for sale at Flete Bridge a boat-load of stone for 7s to Thomas de Banham, and that John Oubrey had immediately offered him 8s 3d to the common prejudice of the City. A jury from the neighbourhood of Flete Bridge, of which the above Thomas de Banham was a member, found him guilty of forestalling. He was committed to prison, but was released on payment of a fine of 20s to the Sheriff. (L) A copy of the bill sent to the assessors and collectors of the several Wards, ordering them to levy their quota of the 2000 marks due to the King, which he had assigned to divers creditors, in part payment of £5000 lent to the King in the 14th year of his reign. (F) [The bill, directed to the collectors of Langebourne Ward, orders them to levy £86 17s 10d, and to repay 5s for each £ lent by the good men of the Ward towards the £5000 abovementioned. The surplus is to be brought to Guildhall.]"
Roll A 3: 1338-41,Membr. 25 b,1341/08/06,"A Congregation of the Mayor, Aldermen and an immense Commonalty on Monday after the Feast of S t Peter ad Vincula [1 Aug.] A o 15 Edw. III [1341] Six aldermen, of whom two were chosen from the East and four from the West (of Walbrook), and two reputable commoners from each Ward were elected to see to the raising of £2000, viz. 2000 marks for payment to various citizens in part payment of £5000 (fn. 48) lent to the King, and 1000 marks for City purposes. (L) Names of the aldermen and commoners. Seven aldermen, one of the Sheriffs, and nineteen commoners were also elected to treat with the King's Council touching the provision of ships with men-at-arms and victuals for the war in foreign parts. (L)"
Roll A 3: 1338-41,Membr. 25 b,1341/08/26,"A Congregation of Mayor, Aldermen and two Commoners from each Ward on Sunday after the Feast of S t Bartholomew [24 Aug.] Mention was made of a very grievous burden imposed on the City, viz. the provision of twenty-six ships. After discussion, the Ward representatives pledged their Wards to pay the necessary sums, and co-opted the assessors of the fifteenth, lately granted to the King in the presence of Lord de Wake, Sir William Scot and Sir William de Langeford. (L)"
Roll A 3: 1338-41,Membr. 26,1341/08/26,"The names of the Ward representatives, and of the assessors above-mentioned, and the sums charged on each Ward for providing the ships. (Total: £1587 8s 7d.)"
Roll A 3: 1338-41,Membr. 26,1341/08/27,"On Monday after the above Feast a bill was sent under the Mayor's Seal to the collectors and assessors of the Wards, ordering them to raise 2000 marks for payment to those who had contributed to the £5000 loan to the King and for City purposes; the money to be brought to the Guildhall on Wednesday. (F) Precept was issued to the Sheriffs to assist the collectors and assessors in raising the above sum. (L)"
Roll A 3: 1338-41,Membr. 26,1341/09/20,"A Congregation of Mayor and Aldermen on the eve of S t Matthew the Apostle [21 Sept.] Nicholas Crane of London brings a plaint of Intrusion (fn. 49) against John, son of John Spray, touching his free tenement in the parish of St Nicholas Shambles. He appoints Cristian de Bury his attorney. (L)"
Roll A 3: 1338-41,Membr. 26b,1341/09/25,"On Tuesday after the above Feast another bill was sent to the collectors and assessors of the tax of 2000 marks, with regard to which nothing had as yet been done. The money is to be at Guildhall by Wednesday after Michaelmas. (F)"
Roll A 3: 1338-41,Membr. 26b,1341/09/26,"A Congregation of Mayor and Aldermen on Wednesday after the above Feast  Richard Teste and Margery his wife demand an Assize of Nuisance (fn. 50) against Henry de Lyndeseye, clerk, touching their free tenement in the parish of St Swithin. (L)"
Roll A 3: 1338-41,Membr. 26b,1341/06/22,"Friday before the Feast of the Nativity of S t John the Baptist [24 June] A o 15 Edw. III [1341] Proceedings by Matilda, widow of Thomas, son of Henry de Gloucestre, and John de Litlyngton, chandler, and William de Harewelle, her co-executors, for the recovery of £22 due on a bond from John de Bedeford, skinner, John de Northburgh, draper, William Baynard, cordwainer, and William Passefeld, spurrier. The above William and William paid their debts out of court. Execution was granted against John de Bedeford for 17s 9d in arrears, and six white budge furs (fn. 51) (furure de bugeto albo) belonging to him were valued at 20s. The executors accepted the furs and returned the balance of 2s 3d to him. In the case of John de Northburgh, a moiety of three shops belonging to him in the parish of All Hallows, Berkyngcherche, of an annual value of 14s, was handed over to the executors as a free tenement until they had levied from the rents thereof the arrears of 3 marks due to them. (L)"
Roll A 3: 1338-41,Membr. 26b,1341/10/03,"A Congregation of Mayor and Aldermen on Wednesday after the Feast of S t Michael [29 Sept.] Isabel, widow of Walter de Rokesle, demands an Assize of Nuisance against William Martyn touching her free tenement in the parish of St Michael Cornhill, and appoints John de Manewedene her attorney. (L)"
Roll A 4: 1337-43,Membr. 1,1337/11/05,A Congregation of Mayor and Aldermen on Wednesday after the Feast of All Saints [1 Nov.] A o 11 Edw. III [1337] Ordinance (fn. 1) for the brewers and brewsters relating to the price of ale. (L)
Roll A 4: 1337-43,Membr. 1,1337/11/08,"Pleas held before Henry Dercy, Mayor, Nicholas Crane and Walter Neel, Sheriffs, on Saturday after the above Feast  Geoffrey Pecok was charged at the prosecution of the Commonalty and of Thomas le Porter with forestalling cattle by meeting cattle-merchants and buying their cattle before they reached the City, whereby he enhanced prices by a quarter or a third. He denied the charge and was mainprised by John de Neuport, ""Bokbindere,"" Geoffrey Fairher and John de Lincoln to hear the verdict of a jury. But before the verdict was given, he admitted his offence, and threw himself on the mercy of the Mayor and Sheriffs, who fined him half a mark. (L) William de Preston, Hugh le Blount and John de Grenewyche were attached to answer the King and William de Iford, the Common Serjeant, who prosecuted for the King and the Commonalty, on a charge of selling foreigners' goods as their own, viz. bales of ginger, pepper and other kinds of avoirdupois (fn. 2), whereby the King lost his custom and the citizens their trade. They put themselves on the verdict of a jury. (L)"
Roll A 4: 1337-43,Membr. 1,1337/11/17,"Note that in full Husting of Pleas of Land on Monday after the Feast of St Martin [11 Nov.] Ao 11 Edw. III [1337], complaint was made by inhabitants of the City in the neighbourhood of the Conduit, that citizens were hindered from drawing water, because brewers were constantly removing water in vessels called ""tynes"" for trade purposes. Precept was given to John atte Barnet and William le Peautrer, keepers of the Conduit, to confiscate such vessels in future. (L)"
Roll A 4: 1337-43,Membr. 1b,1337/11/22,"Pleas held before the Mayor, Aldermen and Sheriffs on Saturday before the Feast of S t Katherine [25 Nov.] A o 11 Edw. III [1337] Richard de Gaunt, late Keeper of the Conduit with Thomas le Peautrer deceased, was charged, on the prosecution of William de Iford, with embezzling lead and money, the property of the Conduit, to the value of £10. A jury found him guilty of retaining property of the Conduit value 10 marks. On the Wednesday following he brought to the Guildhall the lead in his custody, which after being valued at 49s 7d was handed over to the new keepers, together with the sum of 60s, the balance of money in hand. The sum of 23s 10d was allowed to him on consideration of his own moneys expended on the Conduit. (L)"
Roll A 4: 1337-43,Membr. 1b,1337/11/29,"Pleas held before the Mayor, Aldermen and Sheriffs on Saturday after the above Feast  John Walkelyn and Robert Boydyn, butchers, were convicted of forestalling meat, on a verdict of a jury that they bought forty-five pigs from John atte Crouche of Eyton on his way to the City. They were committed to prison until they paid a fine. (L) Writ to the Mayor and Sheriffs, commanding them to see that those, whose duty it was, should forthwith repair and make good Fleet Bridge and its approaches. Dated at Thame, 8 Nov. Ao 11 Edw. III [1337]. Whereupon an inquest was held to discover whose duty it was to keep the Bridge in repair. The jury found that the duty belonged to the Warden of Fleet Prison for the time being, who had certain rents in the City and suburbs for the purpose. (L) Four white-bakers and two tourte-bakers from each side of Walbrook were elected to keep the Assize of white and tourte bread. (L)"
Roll A 4: 1337-43,Membr. 1b,1337/12/17,Pleas held before the Mayor and Aldermen on Wednesday after the Feast of S t Lucia Virgin [13 Dec.]
Roll A 4: 1337-43,Membr. 2,1337/12/17,"John Puddyng, John le Keu, John Tancard, John Beneyt, Robert de Portesmuthe, and Peter Taborer were charged with forestalling oysters, by entering boats and buying the oysters before the recognized hours of sale, and with keeping the unsold oysters, till they were stinking and putrid, and then mixing them with fresh oysters. A jury, found them not guilty. Laurence Albyn, John Lombard, William Monamy and Thomas atte Grene were acquitted of a like charge. (L)"
Roll A 4: 1337-43,Membr. 2,1337/12/12,"Pleas held before the Mayor, Aldermen and Sheriffs on Friday before the above Feast  John de Writele was charged by John de Bokelond, who prosecuted by his guardian Henry de Trentham, with having taken away from him (fn. 3) a book written in English, called ""Legends of the Saints,"" in the parish of All Hallows, Honilane, of the value of 40s, against the peace and to his damage 100s. He was found guilty by a jury—which valued the book at 30s and assessed damages at 6s 8d—and committed to prison until he paid the above sums and a fine to the King. The money was paid at the Husting of Common Pleas on Monday after the Feast of St Hilary and he was liberated. (L) John de Thame, barber, of Friday Street was attached to answer John, son of Richard de Ichil, on a charge of having assaulted the latter in the Church of St Matthew, Friday Street, to his damage 100s. A jury was summoned and the defendant was mainprised to hear the verdict. He was subsequently acquitted, because the plaintiff withdrew from his charge, and the latter was fined. (L)"
Roll A 4: 1337-43,Membr. 2b,1338/01/03,"On Saturday after the Feast of the Circumcision [1 Jan.] Ao 11 Edw. III [1337-8], Simon le Keu and Robert de Codhain were presented to the Mayor by the men of the mistery of Weavers to be their bailiffs, and were sworn to that office. (L)"
Roll A 4: 1337-43,Membr. 2b,1338/01/06,"The King's Writ to the Mayor, Sheriffs and collectors of the customs, commanding them to take security from Antony Bache, merchant of Lombardy, that he would not send a consignment of 130 sacks of wool from Southampton and 120 sacks of wool from London to Flanders or any other country hostile to the King, but only to Lombardy (fn. 4). The ordinary custom is to be taken, together with the additional tax of 20s a sack granted by the merchants at Northampton, but the further charge of 20s a sack, as a loan to the King, is not to be exacted in this case. Dated at the Tower of London, 6 Jan. Ao 11 Edw. III [1337-8]. (L) Note that the above-mentioned Antony entered into security as required."
Roll A 4: 1337-43,Membr. 2b,1337/12/31,"Inquest held before the Mayor and Sheriffs on Wednesday before the Feast of the Circumcision [1 Jan.] Ao 11 Edw. III [1337] as to the assaults committed about midnight the preceding day on the mariners of the ships called ""le Galeys"" in the parish of St Dunstan in Tower Ward. The jury found that Thomas de la Folye, Henry de Braye, Thomas de Braye, John Strogoyle, porter, John Dorree, Nicholas de Braye, Robert Alspa, Adam de la Marche, John le Skynnere, William le Cobelere called ""le Malemakere (fn. 5),"" and John le Barbour had assaulted Antoninus de la Castayn, Gudiarus Godyare, Cros Danevyl, Thomas Nasel, Antoninus de la Caste, Gillelmus Venire, Roger de Mars, Manaldus Faraon, John Drapreyns, Andrew Rokelet, Antoninus de Nacyn, Eularius Dambros, Aubretynus Ouraz and Philip de Donele. Two of the persons indicted were captured and committed to Newgate, being subsequently released on mainprise. (L)"
Roll A 4: 1337-43,Membr. 3,1338/01/10,"Note that on Saturday after the Epiphany [6 Jan.] Ao 11 Edw. III [1337-8] a verbal order was issued from the King's Council (fn. 6), then sitting at Whitefriars, to the Mayor and Sheriffs, directing them to arrest the goods belonging to certain Spanish merchants, which had been taken at sea and carried into the City and suburbs. They were to safeguard these goods on behalf of the Spanish merchants until further orders. Accordingly the Mayor and Sheriffs, with Peter Cisers, attorney of the Spanish merchants, and on the information of Peter Lopiz, broker, proceeded to the house of Arnald Garcy, who said he had attached 29 bales of cloth at Sandwich on board the ship ""La Naude"" by the King's orders, and on instructions from Sir John de Molyns had delivered them up to William de Northwell, the King's clerk. At the house of John Roberd, shearman, they found 4 pieces of cloth, whereof 3 were of ray (fn. 7) and 1 coloured, which he declared had been given to him by William de Northwell to shear. He was ordered to keep the cloth until further orders. At the house of Laurence Dardage of Bayonne, rented from John de Oxford in the Vintry, they found 27 bundles of cloth, but these were not interfered with, as being the property of the said Laurence imported from Bayonne on board ""La Naude."" On Tuesday before the Feast of St Hilary [13 Jan.] they seized 87 cloths (fn. 8) from Robert de Eynesham, skinner, at the suit of Peter Cesairs and Benedict Ferandes, which had been taken at sea on the ship ""La Careccer (fn. 9),"" and these cloths were delivered to the above Peter and Benedict in obedience to the King's writ. (L)"
Roll A 4: 1337-43,Cedula recto,1338/02/03,"Peter Cisers, attorney of the merchants of Aragon and Majorca, John de Casteyne, attorney of the merchants of the city of Piacenza, and John Veel, attorney for the merchants of Spain, proved that 11 cloths arrested in the possession of Hugh le Marberer belonged to the above merchants. Tuesday the morrow of the Purification B.M. [2 Feb.] Ao 12 Edw. III [1337-8]. (L)"
Roll A 4: 1337-43,Cedula recto,1338/02/06,"On Friday after the above Feast, Albert Ferre of Barcelona in Aragon, John Moles ""de Maiorisis"" in the kingdom of Majorca and William de Mountagu of Barcelona gave evidence on oath before the Mayor and Sheriffs that Peter Sesaires was a merchant of Aragon and Benedict Ferandes a merchant of Spain, and that both were robbed at sea of 87 cloths afterwards found and arrested in the hands of divers persons in the City."
Roll A 4: 1337-43,dorso,1338/02/06,"Hugh le Marberer swore that he bought from Peter Lopiz 11 ray cloths at 2 marks the cloth; Robert de Aynesham swore that he lent Peter Lopiz £70 on security of 87 cloths; John Pecche swore that his partner, Thomas de Holbeche, bought from Simon de Pulham a piece of ""morre (fn. 10) "" cloth of 30 ells for 28s 4d; John le Keu, hosier, swore that he bought from John atte Grene dwelling at the Leadenhall 2 cloths of bluet (fn. 11), a cloth of ray, 2 half-cloths of ray and a cloth of ""morre"" at £8; Thomas de Cornwall, tailor, who bought 20 cloths, claims nothing because the cloths were in the ship ""La Naude""; John de Berkyng and John de Houle, partners, bought from Thomas de Ware a cloth of bluet for 22s; John le Keu, hosier, bought from Thomas de Ware half a cloth of ray for 14s 6d. In the house of Gilbert Payn four cloths were seen. (L)"
Roll A 4: 1337-43,Membr. 3 (contd),1338/03/28,"Writ to the Mayor enjoining him to levy on the goods of certain merchants of Lucca a sum of 2000 marks, which they, together with James Busdrak, had promised to lend the King at the time when they were taken and detained in the Tower. Dated at Newcastle-on-Tyne, 28 March Ao 12 Edw. III [1338]. (L) Return to the effect that the Mayor had been to the houses of the merchants and had found nothing therein on which the money could be levied, except robes and beds, 51 pieces of tin and 10 bales and pack-loads (summagia) of worsted serge, and that Torre Oddy and Nicholas Guylliam, citizens of London, claimed the tin as their own property. (L)"
